Row,Time,Acceleration-x,Acceleration-y,Acceleration-z,Gyro-x,Gyro-y,Gyro-z,Mag-x,Mag-y,Mag-z
1,02:05:24,-0.119,-0.034,0.9,-3.456,-1.999,-0.58,-7.276,40.418,-12.915
2,02:05:24,-0.119,-0.039,0.899,-3.281,-1.884,-0.572,-6.034,39.884,-13.431
3,02:05:25,-0.12,-0.038,0.898,-3.487,-1.915,-0.519,-8.341,39.35,-13.603
4,02:05:25,-0.12,-0.034,0.897,-3.326,-1.961,-0.557,-6.921,40.774,-13.603
5,02:05:26,-0.12,-0.039,0.899,-3.349,-1.945,-0.595,-6.921,39.35,-13.259
6,02:05:26,-0.118,-0.037,0.897,-3.456,-1.877,-0.549,-5.501,40.774,-12.915
7,02:05:27,-0.121,-0.038,0.899,-3.387,-1.93,-0.534,-5.679,39.528,-13.087
8,02:05:27,-0.119,-0.039,0.898,-3.281,-1.854,-0.626,-8.163,38.459,-11.709
9,02:05:28,-0.12,-0.038,0.896,-3.372,-1.862,-0.603,-6.034,39.172,-12.398
10,02:05:28,-0.121,-0.036,0.898,-3.38,-1.984,-0.488,-5.856,39.706,-12.915
11,02:05:29,-0.12,-0.038,0.893,-3.349,-1.93,-0.511,-8.163,40.596,-13.776
12,02:05:29,-0.119,-0.039,0.896,-3.349,-1.968,-0.511,-7.809,40.596,-13.776
13,02:05:30,-0.119,-0.037,0.895,-3.334,-1.892,-0.587,-6.211,40.418,-14.292
14,02:05:30,-0.121,-0.037,0.899,-3.38,-1.93,-0.58,-6.211,40.062,-13.259
15,02:05:31,-0.122,-0.038,0.898,-3.349,-1.938,-0.58,-7.454,40.24,-14.12
16,02:05:31,-0.12,-0.037,0.901,-3.357,-1.938,-0.61,-6.566,38.637,-13.259
17,02:05:32,-0.12,-0.038,0.897,-3.357,-1.915,-0.633,-6.744,40.24,-14.12
18,02:05:32,-0.12,-0.038,0.897,-3.433,-1.915,-0.504,-6.211,38.993,-12.915
19,02:05:33,-0.119,-0.036,0.898,-3.326,-1.9,-0.504,-6.566,38.637,-13.259
20,02:05:33,-0.12,-0.038,0.897,-3.265,-1.862,-0.504,-6.921,39.35,-12.226
21,02:05:34,-0.121,-0.039,0.897,-3.418,-1.915,-0.504,-7.099,40.24,-13.087
22,02:05:34,-0.119,-0.038,0.898,-3.38,-1.869,-0.572,-6.566,39.35,-13.603
23,02:05:35,-0.118,-0.038,0.899,-3.334,-1.877,-0.587,-7.986,38.637,-13.948
24,02:05:35,-0.122,-0.038,0.898,-3.342,-1.915,-0.71,-7.809,39.528,-13.776
25,02:05:36,-0.119,-0.039,0.897,-3.304,-1.93,-0.58,-7.276,40.062,-12.915
26,02:05:36,-0.119,-0.038,0.897,-3.372,-1.9,-0.557,-6.744,41.308,-13.087
27,02:05:37,-0.12,-0.039,0.897,-3.532,-1.923,-0.626,-7.454,38.459,-13.431
28,02:05:37,-0.119,-0.039,0.898,-3.426,-1.846,-0.595,-5.856,38.993,-12.226
29,02:05:38,-0.119,-0.038,0.897,-3.395,-1.854,-0.511,-6.566,40.062,-14.292
30,02:05:38,-0.12,-0.037,0.897,-3.426,-1.869,-0.534,-6.566,39.706,-13.948
31,02:05:39,-0.122,-0.038,0.893,-3.296,-1.991,-0.587,-7.099,40.24,-13.431
32,02:05:39,-0.121,-0.039,0.898,-3.441,-1.923,-0.542,-7.099,40.596,-14.12
33,02:05:40,-0.12,-0.037,0.896,-3.342,-1.945,-0.626,-5.324,40.24,-14.12
34,02:05:40,-0.121,-0.037,0.899,-3.349,-1.991,-0.633,-6.921,38.637,-12.915
35,02:05:41,-0.119,-0.039,0.9,-3.319,-1.915,-0.687,-6.566,40.062,-13.948
36,02:05:41,-0.12,-0.037,0.898,-3.517,-1.999,-0.595,-8.163,39.172,-12.398
37,02:05:42,-0.12,-0.036,0.897,-3.357,-1.984,-0.565,-7.099,39.528,-13.776
38,02:05:42,-0.121,-0.036,0.897,-3.403,-1.907,-0.542,-7.276,39.35,-12.57
39,02:05:43,-0.119,-0.038,0.898,-3.395,-1.93,-0.557,-5.679,39.528,-12.742
40,02:05:43,-0.118,-0.038,0.896,-3.441,-1.991,-0.58,-6.744,40.24,-14.809
41,02:05:44,-0.12,-0.038,0.896,-3.395,-1.938,-0.542,-6.211,40.418,-13.603
42,02:05:44,-0.12,-0.039,0.897,-3.311,-2.022,-0.565,-7.454,40.596,-13.776
43,02:05:45,-0.118,-0.038,0.899,-3.403,-1.915,-0.633,-7.454,37.747,-13.431
44,02:05:45,-0.12,-0.037,0.898,-3.342,-1.923,-0.519,-6.211,40.418,-13.603
45,02:05:46,-0.121,-0.036,0.898,-3.387,-1.984,-0.519,-5.147,40.774,-12.57
46,02:05:46,-0.121,-0.039,0.896,-3.342,-1.907,-0.549,-6.211,39.706,-13.259
47,02:05:47,-0.12,-0.038,0.896,-3.357,-1.991,-0.557,-6.921,39.706,-12.57
48,02:05:47,-0.12,-0.037,0.895,-3.456,-1.968,-0.618,-6.211,39.706,-12.915
49,02:05:48,-0.12,-0.038,0.897,-3.464,-1.961,-0.542,-5.324,39.884,-13.087
50,02:05:48,-0.119,-0.036,0.895,-3.403,-1.907,-0.648,-6.389,40.24,-13.776
51,02:05:49,-0.12,-0.038,0.898,-3.426,-1.991,-0.549,-8.341,40.062,-14.292
52,02:05:49,-0.122,-0.037,0.898,-3.387,-1.961,-0.572,-6.389,38.815,-14.464
53,02:05:50,-0.12,-0.036,0.899,-3.38,-2.052,-0.488,-6.744,39.172,-13.776
54,02:05:50,-0.121,-0.037,0.899,-3.433,-1.945,-0.565,-6.566,40.774,-13.603
55,02:05:51,-0.121,-0.038,0.901,-3.387,-1.991,-0.549,-6.566,40.062,-12.915
56,02:05:51,-0.122,-0.037,0.899,-3.395,-1.923,-0.496,-7.454,39.528,-13.776
57,02:05:52,-0.12,-0.037,0.898,-3.403,-1.869,-0.626,-6.566,40.774,-13.603
58,02:05:52,-0.118,-0.036,0.894,-3.464,-1.923,-0.534,-7.276,40.418,-13.259
59,02:05:53,-0.12,-0.037,0.897,-3.41,-1.945,-0.58,-6.744,39.172,-13.431
60,02:05:53,-0.12,-0.035,0.896,-3.342,-1.938,-0.58,-7.099,38.815,-14.12
61,02:05:54,-0.119,-0.037,0.896,-3.456,-1.846,-0.641,-6.921,39.706,-13.948
62,02:05:55,-0.119,-0.038,0.896,-3.395,-2.045,-0.526,-6.211,38.637,-13.948
63,02:05:55,-0.122,-0.038,0.897,-3.38,-1.938,-0.587,-6.921,38.993,-12.915
64,02:05:56,-0.121,-0.037,0.898,-3.441,-1.999,-0.587,-6.744,38.459,-13.776
65,02:05:56,-0.119,-0.039,0.898,-3.426,-1.945,-0.526,-6.389,38.815,-13.087
66,02:05:57,-0.122,-0.037,0.896,-3.273,-1.877,-0.58,-7.454,42.02,-14.12
67,02:05:57,-0.12,-0.04,0.896,-3.357,-1.915,-0.557,-7.631,38.993,-14.292
68,02:05:58,-0.122,-0.037,0.895,-3.41,-1.892,-0.557,-5.679,39.884,-12.398
69,02:05:58,-0.119,-0.037,0.896,-3.38,-1.968,-0.626,-5.856,40.062,-13.259
70,02:05:59,-0.119,-0.038,0.897,-3.418,-1.907,-0.648,-6.921,40.062,-12.57
71,02:05:59,-0.121,-0.037,0.899,-3.38,-1.953,-0.565,-7.631,40.774,-13.603
72,02:06:00,-0.122,-0.036,0.899,-3.448,-1.968,-0.587,-6.744,39.528,-13.776
73,02:06:00,-0.12,-0.037,0.9,-3.326,-1.961,-0.648,-5.856,40.418,-12.915
74,02:06:01,-0.116,-0.035,0.9,-3.426,-1.953,-0.648,-5.856,38.281,-12.57
75,02:06:01,-0.119,-0.038,0.898,-3.342,-2.068,-0.465,-7.631,39.706,-13.603
76,02:06:02,-0.119,-0.038,0.897,-3.326,-1.976,-0.572,-8.163,39.884,-14.12
77,02:06:02,-0.118,-0.039,0.895,-3.326,-1.984,-0.595,-6.566,38.281,-13.603
78,02:06:03,-0.12,-0.038,0.899,-3.41,-2.007,-0.565,-6.389,39.884,-14.12
79,02:06:03,-0.12,-0.037,0.893,-3.319,-2.022,-0.496,-7.454,40.596,-12.398
80,02:06:04,-0.122,-0.036,0.899,-3.41,-1.961,-0.572,-6.034,40.596,-15.153
81,02:06:04,-0.12,-0.038,0.897,-3.403,-1.945,-0.58,-6.034,38.103,-13.431
82,02:06:05,-0.121,-0.037,0.897,-3.357,-1.907,-0.626,-5.856,37.925,-11.881
83,02:06:05,-0.122,-0.039,0.896,-3.334,-1.892,-0.549,-7.454,39.528,-12.742
84,02:06:06,-0.12,-0.038,0.896,-3.479,-1.9,-0.488,-7.986,39.35,-12.915
85,02:06:06,-0.119,-0.04,0.899,-3.403,-1.991,-0.465,-6.034,39.528,-13.431
86,02:06:07,-0.106,-0.032,0.894,-3.372,-1.923,-0.465,-6.034,38.459,-13.087
87,02:06:07,-0.116,-0.034,0.901,-3.616,-1.961,-0.793,-6.211,38.637,-12.226
88,02:06:08,-0.118,-0.036,0.9,-3.227,-1.961,-0.694,-7.454,39.528,-14.12
89,02:06:08,-0.119,-0.054,0.897,-4.051,-2.014,-0.641,-6.389,38.103,-13.087
90,02:06:09,-0.112,-0.027,0.895,-3.83,-1.961,-0.557,-6.566,40.062,-14.292
91,02:06:09,-0.103,-0.052,0.9,-3.006,-2.235,-0.275,-7.099,38.815,-13.431
92,02:06:10,-0.107,-0.026,0.896,-3.952,-2.098,-0.656,-7.099,40.24,-13.087
93,02:06:10,-0.108,-0.044,0.9,-3.372,-2.037,-0.641,-6.211,39.706,-13.259
94,02:06:11,-0.118,-0.046,0.898,-3.448,-1.9,-0.549,-6.921,39.35,-14.981
95,02:06:11,-0.121,-0.033,0.896,-3.67,-1.976,-0.549,-6.034,39.528,-13.087
96,02:06:12,-0.122,-0.036,0.895,-3.258,-1.877,-0.595,-5.501,41.13,-14.292
97,02:06:12,-0.119,-0.042,0.9,-3.349,-1.961,-0.473,-7.986,39.706,-13.948
98,02:06:13,-0.12,-0.039,0.898,-3.517,-1.907,-0.542,-5.856,40.062,-13.259
99,02:06:13,-0.12,-0.035,0.896,-3.334,-1.976,-0.565,-6.211,40.418,-13.948
100,02:06:14,-0.121,-0.041,0.897,-3.441,-1.938,-0.587,-8.163,40.596,-12.742
101,02:06:14,-0.121,-0.035,0.898,-3.258,-1.938,-0.481,-6.921,40.418,-13.603
102,02:06:15,-0.123,-0.046,0.897,-4.158,-1.877,-0.61,-6.566,39.35,-12.57
103,02:06:15,-0.12,-0.027,0.895,-3.433,-1.976,-0.595,-6.921,39.706,-11.881
104,02:06:16,-0.12,-0.044,0.898,-3.014,-1.968,-0.519,-6.921,39.35,-13.603
105,02:06:16,-0.123,-0.037,0.896,-3.746,-1.976,-0.565,-7.099,39.172,-13.431
106,02:06:17,-0.12,-0.036,0.9,-3.281,-1.884,-0.557,-6.566,39.35,-13.603
107,02:06:17,-0.118,-0.043,0.9,-3.258,-1.991,-0.572,-6.389,39.528,-13.087
108,02:06:18,-0.119,-0.039,0.897,-3.441,-1.991,-0.526,-7.631,40.418,-13.259
109,02:06:18,-0.119,-0.037,0.898,-3.212,-1.892,-0.61,-6.034,39.884,-13.431
110,02:06:19,-0.123,-0.043,0.898,-3.311,-1.923,-0.549,-7.454,38.459,-13.776
111,02:06:19,-0.12,-0.04,0.902,-3.426,-1.953,-0.587,-6.921,39.35,-13.948
112,02:06:20,-0.118,-0.041,0.895,-3.41,-1.945,-0.595,-5.679,39.528,-12.054
113,02:06:20,-0.118,-0.038,0.894,-3.189,-1.915,-0.488,-6.389,37.747,-11.709
114,02:06:21,-0.119,-0.039,0.895,-3.304,-1.877,-0.504,-6.566,39.706,-12.226
115,02:06:21,-0.119,-0.037,0.895,-3.586,-1.869,-0.549,-6.034,38.815,-12.742
116,02:06:22,-0.115,-0.038,0.897,-3.387,-1.999,-0.511,-8.696,40.774,-12.226
117,02:06:22,-0.119,-0.042,0.895,-3.311,-1.968,-0.519,-5.679,39.884,-11.709
118,02:06:23,-0.119,-0.039,0.897,-3.487,-2.014,-0.641,-8.341,39.706,-12.226
119,02:06:23,-0.117,-0.037,0.895,-3.349,-1.831,-0.641,-6.566,40.774,-14.292
120,02:06:24,-0.12,-0.041,0.903,-3.372,-1.984,-0.61,-7.454,41.308,-13.431
121,02:06:24,-0.12,-0.043,0.901,-3.563,-1.869,-0.61,-6.921,40.774,-12.915
122,02:06:25,-0.12,-0.04,0.9,-3.304,-1.984,-0.557,-7.099,40.24,-14.464
123,02:06:25,-0.118,-0.041,0.898,-3.258,-1.9,-0.641,-7.099,39.528,-13.431
124,02:06:26,-0.12,-0.039,0.898,-3.38,-1.839,-0.526,-6.034,39.528,-14.12
125,02:06:26,-0.118,-0.038,0.899,-3.426,-1.93,-0.519,-6.921,40.774,-13.259
126,02:06:27,-0.12,-0.041,0.897,-3.342,-1.877,-0.572,-6.211,40.062,-13.948
127,02:06:27,-0.118,-0.037,0.897,-3.441,-2.106,-0.488,-6.034,38.815,-12.398
128,02:06:28,-0.122,-0.038,0.899,-3.304,-1.869,-0.549,-6.566,39.706,-12.226
129,02:06:29,-0.121,-0.041,0.895,-3.403,-1.923,-0.526,-6.034,39.528,-13.776
130,02:06:29,-0.118,-0.04,0.9,-3.441,-1.93,-0.603,-6.034,38.459,-11.709
131,02:06:30,-0.121,-0.041,0.896,-3.334,-1.93,-0.45,-6.566,39.35,-13.603
132,02:06:30,-0.121,-0.036,0.893,-3.334,-1.93,-0.526,-7.631,38.993,-11.881
133,02:06:31,-0.122,-0.039,0.898,-3.273,-1.93,-0.511,-7.631,40.418,-14.637
134,02:06:31,-0.12,-0.038,0.895,-3.426,-1.938,-0.519,-7.276,40.062,-14.637
135,02:06:32,-0.119,-0.04,0.897,-3.326,-1.938,-0.603,-7.809,40.596,-13.431
136,02:06:32,-0.12,-0.039,0.899,-3.357,-1.968,-0.526,-7.099,39.172,-13.776
137,02:06:33,-0.12,-0.038,0.899,-3.296,-1.93,-0.633,-7.099,38.815,-14.12
138,02:06:33,-0.12,-0.039,0.899,-3.456,-1.976,-0.557,-7.631,40.062,-13.948
139,02:06:34,-0.119,-0.036,0.901,-3.479,-1.991,-0.58,-7.276,40.418,-12.915
140,02:06:34,-0.121,-0.04,0.895,-3.357,-1.945,-0.587,-6.389,39.884,-12.398
141,02:06:35,-0.119,-0.041,0.897,-3.365,-1.938,-0.542,-6.921,40.062,-14.292
142,02:06:35,-0.12,-0.039,0.897,-3.311,-1.953,-0.549,-6.744,39.172,-11.709
143,02:06:36,-0.118,-0.039,0.896,-3.403,-1.953,-0.618,-6.921,40.418,-15.325
144,02:06:36,-0.119,-0.037,0.899,-3.349,-1.877,-0.618,-6.211,40.418,-13.948
145,02:06:37,-0.119,-0.036,0.899,-3.517,-1.93,-0.641,-7.276,39.706,-13.259
146,02:06:37,-0.119,-0.038,0.898,-3.311,-1.9,-0.526,-7.099,38.815,-13.776
147,02:06:38,-0.121,-0.034,0.899,-3.532,-1.976,-0.61,-7.809,38.815,-11.709
148,02:06:38,-0.122,-0.037,0.897,-3.426,-2.037,-0.648,-6.034,40.596,-13.431
149,02:06:39,-0.12,-0.041,0.898,-3.365,-1.984,-0.542,-7.099,39.528,-13.431
150,02:06:39,-0.112,-0.038,0.888,-3.281,-2.129,-0.526,-7.809,39.528,-13.431
151,02:06:40,-0.119,-0.041,0.895,-3.433,-1.923,-0.526,-6.921,39.706,-14.292
152,02:06:40,-0.119,-0.041,0.896,-3.448,-1.907,-0.572,-6.744,39.528,-14.12
153,02:06:41,-0.119,-0.039,0.896,-3.38,-1.846,-0.511,-7.099,38.815,-12.742
154,02:06:41,-0.118,-0.037,0.899,-3.464,-1.945,-0.626,-5.856,38.637,-12.57
155,02:06:42,-0.119,-0.038,0.896,-3.334,-1.945,-0.603,-5.679,40.24,-12.054
156,02:06:42,-0.119,-0.042,0.897,-3.319,-1.923,-0.565,-7.454,39.528,-13.776
157,02:06:43,-0.119,-0.038,0.896,-3.441,-1.862,-0.542,-6.211,40.062,-13.603
158,02:06:43,-0.119,-0.039,0.894,-3.265,-1.953,-0.519,-8.341,39.35,-12.915
159,02:06:44,-0.121,-0.039,0.901,-3.349,-1.93,-0.511,-6.566,39.706,-12.57
160,02:06:44,-0.119,-0.04,0.9,-3.456,-1.869,-0.603,-7.099,39.884,-14.809
161,02:06:45,-0.117,-0.047,0.89,-3.403,-1.93,-0.496,-5.856,40.062,-12.915
162,02:06:45,-0.119,-0.035,0.896,-3.349,-1.877,-0.687,-6.744,41.308,-13.087
163,02:06:46,-0.12,-0.043,0.898,-3.227,-1.984,-0.565,-7.454,39.884,-13.087
164,02:06:46,-0.118,-0.041,0.898,-3.326,-1.9,-0.565,-6.566,39.35,-11.881
165,02:06:47,-0.122,-0.041,0.897,-3.471,-1.877,-0.519,-6.566,38.993,-13.603
166,02:06:47,-0.119,-0.039,0.898,-3.479,-1.938,-0.389,-7.099,39.172,-13.431
167,02:06:48,-0.117,-0.036,0.902,-3.128,-1.907,-0.45,-5.501,39.35,-12.57
168,02:06:48,-0.116,-0.041,0.899,-3.342,-1.938,-0.435,-6.389,40.24,-13.431
169,02:06:49,-0.118,-0.039,0.899,-3.387,-1.953,-0.633,-6.034,39.528,-13.776
170,02:06:49,-0.12,-0.041,0.898,-3.365,-1.862,-0.557,-7.986,39.35,-13.259
171,02:06:50,-0.121,-0.042,0.899,-3.288,-1.93,-0.572,-6.211,37.569,-12.57
172,02:06:50,-0.118,-0.034,0.894,-3.51,-1.938,-0.648,-8.341,39.706,-12.57
173,02:06:51,-0.121,-0.04,0.895,-3.433,-1.93,-0.542,-6.744,40.24,-12.398
174,02:06:51,-0.121,-0.04,0.898,-3.38,-1.854,-0.557,-6.921,40.418,-11.537
175,02:06:52,-0.12,-0.042,0.899,-3.448,-2.045,-0.496,-6.744,39.884,-13.087
176,02:06:52,-0.12,-0.04,0.897,-3.387,-1.907,-0.557,-6.921,40.062,-13.948
177,02:06:53,-0.12,-0.04,0.898,-3.342,-1.915,-0.496,-7.454,39.172,-12.054
178,02:06:53,-0.12,-0.04,0.9,-3.448,-1.953,-0.595,-5.856,39.35,-12.57
179,02:06:54,-0.12,-0.039,0.898,-3.471,-1.953,-0.542,-7.631,40.062,-12.915
180,02:06:54,-0.121,-0.04,0.899,-3.387,-1.984,-0.504,-7.809,40.596,-13.431
181,02:06:55,-0.118,-0.039,0.9,-3.464,-1.976,-0.679,-7.454,40.596,-15.842
182,02:06:55,-0.119,-0.039,0.899,-3.281,-1.915,-0.587,-6.389,39.528,-12.742
183,02:06:56,-0.117,-0.04,0.899,-3.441,-1.991,-0.626,-6.211,40.062,-13.948
184,02:06:56,-0.119,-0.036,0.897,-3.426,-1.999,-0.648,-6.921,39.706,-12.57
185,02:06:57,-0.121,-0.04,0.902,-3.525,-1.991,-0.641,-8.873,38.103,-13.087
186,02:06:57,-0.12,-0.038,0.897,-3.181,-1.991,-0.58,-7.099,39.528,-13.087
187,02:06:58,-0.122,-0.045,0.895,-3.349,-1.907,-0.542,-6.389,40.24,-12.398
188,02:06:58,-0.119,-0.026,0.893,-3.128,-1.9,-0.74,-7.631,39.35,-13.259
189,02:06:59,-0.116,-0.042,0.898,-4.135,-1.968,-0.671,-7.276,40.774,-12.57
190,02:06:59,-0.117,-0.033,0.897,-3.227,-2.045,-0.29,-5.324,40.596,-13.431
191,02:07:00,-0.111,-0.042,0.894,-3.403,-1.816,-0.58,-7.631,40.062,-13.259
192,02:07:00,-0.12,-0.037,0.898,-3.441,-1.953,-0.587,-7.276,40.418,-13.603
193,02:07:01,-0.122,-0.038,0.897,-3.212,-1.945,-0.496,-6.921,38.281,-13.948
194,02:07:01,-0.122,-0.038,0.897,-3.41,-1.923,-0.641,-7.099,40.596,-13.776
195,02:07:02,-0.124,-0.039,0.9,-3.387,-1.915,-0.534,-6.034,40.24,-13.087
196,02:07:03,-0.119,-0.041,0.895,-3.372,-1.892,-0.626,-6.566,40.418,-13.948
197,02:07:03,-0.119,-0.04,0.896,-3.403,-1.877,-0.473,-6.389,40.952,-14.464
198,02:07:04,-0.119,-0.041,0.897,-3.334,-1.999,-0.542,-8.341,38.993,-12.915
199,02:07:04,-0.121,-0.037,0.899,-3.326,-1.892,-0.534,-7.276,40.418,-14.292
200,02:07:05,-0.118,-0.038,0.896,-3.311,-1.9,-0.443,-6.921,40.062,-12.915
201,02:07:05,-0.117,-0.039,0.9,-3.418,-1.923,-0.534,-6.921,40.774,-12.57
202,02:07:06,-0.119,-0.037,0.898,-3.319,-1.953,-0.61,-7.631,39.35,-12.915
203,02:07:06,-0.12,-0.045,0.899,-3.418,-2.007,-0.565,-6.921,38.637,-13.259
204,02:07:07,-0.12,-0.035,0.898,-3.197,-1.93,-0.595,-6.389,39.528,-13.087
205,02:07:07,-0.12,-0.045,0.899,-3.342,-1.999,-0.504,-6.389,38.459,-13.776
206,02:07:08,-0.12,-0.036,0.896,-3.357,-1.915,-0.58,-7.099,39.528,-11.709
207,02:07:08,-0.121,-0.041,0.9,-3.342,-1.984,-0.641,-6.566,39.35,-13.603
208,02:07:09,-0.119,-0.039,0.899,-3.304,-1.984,-0.519,-7.276,40.062,-13.259
209,02:07:09,-0.119,-0.038,0.895,-3.418,-1.923,-0.549,-5.324,40.24,-13.431
210,02:07:10,-0.119,-0.043,0.898,-3.479,-1.968,-0.504,-6.389,39.884,-12.742
211,02:07:10,-0.116,-0.036,0.897,-3.517,-2.052,-0.549,-7.454,38.815,-14.809
212,02:07:11,-0.123,-0.034,0.898,-4.051,-1.976,-0.595,-7.099,40.596,-13.087
213,02:07:11,-0.118,-0.033,0.895,-3.143,-1.945,-0.488,-6.389,39.172,-14.12
214,02:07:12,-0.12,-0.044,0.894,-3.227,-1.77,-0.519,-6.389,39.528,-12.398
215,02:07:12,-0.12,-0.038,0.896,-3.616,-1.953,-0.587,-7.099,40.24,-13.431
216,02:07:13,-0.123,-0.039,0.899,-3.265,-1.976,-0.618,-6.921,40.774,-12.915
217,02:07:13,-0.121,-0.042,0.899,-3.38,-1.976,-0.595,-6.744,38.815,-13.431
218,02:07:14,-0.121,-0.036,0.897,-3.281,-2.007,-0.633,-8.163,39.528,-12.742
219,02:07:14,-0.119,-0.04,0.898,-3.304,-1.915,-0.526,-6.034,39.884,-13.431
220,02:07:15,-0.12,-0.043,0.899,-3.502,-2.022,-0.641,-7.099,39.884,-12.742
221,02:07:15,-0.119,-0.037,0.897,-3.326,-1.923,-0.565,-6.744,39.884,-13.087
222,02:07:16,-0.118,-0.041,0.899,-3.54,-1.907,-0.648,-7.809,40.24,-14.809
223,02:07:16,-0.12,-0.039,0.897,-3.41,-1.984,-0.641,-7.454,39.884,-13.087
224,02:07:17,-0.119,-0.042,0.895,-3.288,-1.945,-0.641,-6.034,39.884,-12.398
225,02:07:17,-0.121,-0.038,0.898,-3.426,-1.854,-0.565,-7.631,40.418,-13.259
226,02:07:18,-0.12,-0.041,0.898,-3.41,-1.9,-0.572,-6.389,39.528,-13.087
227,02:07:18,-0.129,-0.031,0.899,-3.517,-1.892,-0.603,-6.566,38.281,-13.603
228,02:07:19,-0.12,-0.039,0.889,-3.258,-1.762,-0.603,-6.389,38.815,-13.431
229,02:07:19,-0.121,-0.039,0.899,-3.525,-2.022,-0.603,-6.921,38.637,-12.57
230,02:07:20,-0.119,-0.054,0.897,-3.479,-2.052,-0.488,-6.566,39.35,-12.226
231,02:07:20,-0.112,-0.05,0.882,-3.677,-1.961,-0.282,-5.856,38.637,-12.915
232,02:07:21,-0.122,-0.038,0.9,-3.418,-2.052,-0.465,-6.211,38.637,-12.57
233,02:07:21,-0.109,-0.04,0.895,-3.105,-2.029,-0.244,-7.454,39.528,-13.431
234,02:07:22,-0.128,-0.047,0.901,-3.563,-1.968,-0.9,-7.986,39.35,-14.292
235,02:07:22,-0.106,-0.042,0.898,-3.441,-2.09,0.16,-6.566,40.418,-12.915
236,02:07:23,-0.122,-0.038,0.898,-3.418,-1.778,-0.374,-7.986,39.35,-13.603
237,02:07:23,-0.122,-0.028,0.898,-4.021,-2.052,-0.763,-7.276,39.35,-12.915
238,02:07:24,-0.121,-0.032,0.898,-2.647,-1.869,-0.534,-6.034,39.172,-13.776
239,02:07:24,-0.12,-0.052,0.901,-3.494,-1.877,-0.565,-5.324,38.103,-13.776
240,02:07:25,-0.116,-0.032,0.889,-3.41,-1.968,-0.565,-6.034,39.884,-12.398
